ngram,hawkish,dovish,total,prob_feature_given_hawkish,prob_feature_given_dovish,polarity_score
원재료/NNG,230,100,330,3.617586503571187e-05,1.9747793036019776e-05,1.831894073921448
에너지제외지수/NNG,208,122,330,3.271556490186117e-05,2.4092307503944128e-05,1.3579257568626557
수출업체/NNG,154,175,329,2.4222100936954903e-05,3.455863781303461e-05,0.7008986021960323
이렇/VA,214,115,329,3.365928312018409e-05,2.2709961991422745e-05,1.4821373603750088
한파/NNG,138,190,328,2.170551902142712e-05,3.752080676843758e-05,0.5784928654488782
부동산업/NNG,233,95,328,3.664772414487333e-05,1.876040338421879e-05,1.9534614152114296
미사일/NNG,254,73,327,3.995073790900354e-05,1.4415888916294437e-05,2.7712989563790815
위험/NNG;회피/NNG,211,116,327,3.318742401102263e-05,2.290743992178294e-05,1.448761805087802
분의/NNG,228,99,327,3.5861292296270895e-05,1.955031510565958e-05,1.8343076366011861
입금/NNG,206,121,327,3.2400992162420196e-05,2.3894829573583932e-05,1.3559833964348482
전망/NNG;하향/NNG,203,123,326,3.192913305325874e-05,2.4289785434304327e-05,1.31450864972094
비이/VV,266,60,326,4.183817434564938e-05,1.1848675821611866e-05,3.5310422004572843
사랑/NNG,160,166,326,2.5165819155277823e-05,3.278133643979283e-05,0.7676874065673958
결의/NNG,220,106,326,3.4603001338507004e-05,2.0932660618180963e-05,1.653062741028378
촉구/NNG,210,116,326,3.3030137641302145e-05,2.290743992178294e-05,1.4418956353954426
성장기여도/NNG,207,118,325,3.2558278532140686e-05,2.3302395782503337e-05,1.3972073445163589
a+등급/NNG,125,199,324,1.96607962150608e-05,3.9298108141679357e-05,0.5002987966794429
인플레이션/NNG;압력/NNG,211,113,324,3.318742401102263e-05,2.231500613070235e-05,1.4872245078777433
노동자/NNG,214,110,324,3.365928312018409e-05,2.1722572339621754e-05,1.549507240392055
안건/NNG,221,103,324,3.4760287708227494e-05,2.034022682710037e-05,1.708942973139046
적응/NNG,225,99,324,3.5389433187109436e-05,1.955031510565958e-05,1.8101720098038023
자주/MAG,154,169,323,2.4222100936954903e-05,3.3373770230873426e-05,0.7257825762384948
파이/NNG,128,195,323,2.013265532422226e-05,3.8508196420238565e-05,0.5228148081648726
경쟁사/NNG,216,107,323,3.397385585962506e-05,2.1130138548541163e-05,1.6078387645958259
맞이/NNG,209,114,323,3.2872851271581654e-05,2.2512484061062545e-05,1.460205421241734
분담/NNG,205,117,322,3.224370579269971e-05,2.310491785214314e-05,1.3955343186692561
알파/NNG,142,179,321,2.2334664500309066e-05,3.53485495344754e-05,0.6318410456566568
지하철/NNG,210,111,321,3.3030137641302145e-05,2.1920050269981954e-05,1.5068458892420842
첨언/NNG,144,177,321,2.264923723975004e-05,3.495359367375501e-05,0.647980217746717
신사업/NNG,239,81,320,3.759144236319625e-05,1.599571235917602e-05,2.3500949203823196
채국/NNG,217,103,320,3.4131142229345545e-05,2.034022682710037e-05,1.6780118786025926
인플레이션/NNG;우려/NNG,207,113,320,3.2558278532140686e-05,2.231500613070235e-05,1.4590306783445162
생활비/NNG,205,114,319,3.224370579269971e-05,2.2512484061062545e-05,1.4322589060026578
노동력/NNG,209,110,319,3.2872851271581654e-05,2.1722572339621754e-05,1.5133038001959787
중대형/NNG,230,89,319,3.617586503571187e-05,1.7575535802057602e-05,2.058307948226346
전문기업/NNG,218,101,319,3.4288428599066036e-05,1.9945270966379976e-05,1.7191257344592152
맹점/NNG,230,89,319,3.617586503571187e-05,1.7575535802057602e-05,2.058307948226346
세션/NNG,271,47,318,4.2624606194251816e-05,9.281462726929295e-06,4.592444903170328
신속히/MAG,215,103,318,3.381656948990458e-05,2.034022682710037e-05,1.6625463313343662
수상/NNG,201,116,317,3.161456031381776e-05,2.290743992178294e-05,1.3801001081642092
조작/NNG,98,219,317,1.5414064232607665e-05,4.324766674888331e-05,0.3564137765421916
순발행금액/NNG,133,184,317,2.091908717282469e-05,3.633593918627639e-05,0.5757134022484702
쌓이/VV,218,98,316,3.4288428599066036e-05,1.935283717529938e-05,1.7717520324528648
기다립니다/VV,231,85,316,3.633315140543236e-05,1.678562408061681e-05,2.1645398008995116
언더퍼폼/NNG,155,161,316,2.437938730667539e-05,3.1793946787991844e-05,0.7667933606746541
오버슈팅/NNG,212,103,315,3.334471038074311e-05,2.034022682710037e-05,1.639348010432026
리볼빙/NNG,197,118,315,3.098541483493582e-05,2.3302395782503337e-05,1.3297094051677425
열위/NNG,141,174,315,2.2177378130588583e-05,3.436115988267441e-05,0.6454199510817695
타당/NNG,134,181,315,2.1076373542545175e-05,3.57435053951958e-05,0.5896560314808408
격화/NNG,211,103,314,3.318742401102263e-05,2.034022682710037e-05,1.6316152367979126
위탁/NNG,199,114,313,3.1299987574376795e-05,2.2512484061062545e-05,1.3903391331440436
일방적/VAX,150,163,313,2.3592955458072958e-05,3.2188902648712236e-05,0.732953083724239
유준/NNG,67,246,313,1.0538186771272588e-05,4.8579570868608655e-05,0.21692630426429305
선도/NNG,199,114,313,3.1299987574376795e-05,2.2512484061062545e-05,1.3903391331440436
아이디어/NNG,137,176,313,2.1548232651706637e-05,3.4756115743394805e-05,0.6199839133578025
액면분할/NNG,241,71,312,3.790601510263722e-05,1.4020933055574042e-05,2.7035301397126084
스트레스테스트/NNG,141,170,311,2.2177378130588583e-05,3.357124816123362e-05,0.6606063028719289
위기감/NNG,224,87,311,3.523214681738895e-05,1.7180579941337207e-05,2.0506960147846294
순상/NNG,111,199,310,1.745878703897399e-05,3.9298108141679357e-05,0.4442653314513453
권한/NNG,140,170,310,2.2020091760868095e-05,3.357124816123362e-05,0.6559211517877307
구직/NNG,141,169,310,2.2177378130588583e-05,3.3373770230873426e-05,0.664515215906674
신용공여/NNG,150,160,310,2.3592955458072958e-05,3.159646885763164e-05,0.7466959540440685
가계/NNG;대출/NNG;증가/NNG,142,168,310,2.2334664500309066e-05,3.317629230051322e-05,0.6732115903127475
ecb/NNG;금리/NNG;인하/NNG,194,116,310,3.051355572577436e-05,2.290743992178294e-05,1.3320369203176945
기통/NNG,109,200,309,1.7144214299533018e-05,3.949558607203955e-05,0.4340792479509519
산연/NNG,248,61,309,3.9007019690680626e-05,1.2046153751972064e-05,3.238130650980179
위금/NNG,242,67,309,3.806330147235771e-05,1.323102133413325e-05,2.876822620953864
시청/NNG,234,74,308,3.680501051459382e-05,1.4613366846654635e-05,2.518585272018912
편입비중/NNG,130,178,308,2.044722806366323e-05,3.5151071604115204e-05,0.58169572449875
저리/NNG,202,105,307,3.1771846683538254e-05,2.0735182687820767e-05,1.532267506965352
저축률/NNG,209,97,306,3.2872851271581654e-05,1.9155359244939185e-05,1.71611771156245
대미/NNG,149,157,306,2.3435669088352474e-05,3.100403506655105e-05,0.7558909360683903
중금채/NNG,107,198,305,1.6829641560092043e-05,3.910063021131916e-05,0.43041867788668187
통화정책방향회의/NNG,272,33,305,4.27818925639723e-05,6.5167717018865265e-06,6.564890488888457
진화/NNG,193,112,305,3.0356269356053875e-05,2.211752820034215e-05,1.3724982774333832
보험금/NNG,143,161,304,2.2491950870029554e-05,3.1793946787991844e-05,0.7074287133966164
타입/NNG,241,63,304,3.790601510263722e-05,1.244110961269246e-05,3.046835554279289
경상/NNG;수지/NNG;흑자/NNG,148,156,304,2.3278382718631986e-05,3.080655713619085e-05,0.7556307774257924
수익성/NNG;악화/NNG,190,114,304,2.9884410246892413e-05,2.2512484061062545e-05,1.3274594738561218
대학원/NNG,196,108,304,3.082812846521533e-05,2.132761647890136e-05,1.4454558715322214
동일등급/NNG,97,206,303,1.525677786288718e-05,4.068045365420074e-05,0.3750395212544965
소장/NNG,192,111,303,3.0198982986333388e-05,2.1920050269981954e-05,1.3776876701641911
품질/NNG,196,107,303,3.082812846521533e-05,2.1130138548541163e-05,1.458964804911027
우량기업/NNG,115,188,303,1.8087932517855935e-05,3.712585090771718e-05,0.4872058707237894
분산투자/NNG,136,167,303,2.139094628198615e-05,3.297881437015303e-05,0.6486269045907757
만좌/NNG,212,90,302,3.334471038074311e-05,1.77730137324178e-05,1.8761427230499854
회계기준/NNG,90,212,302,1.4155773274843776e-05,4.1865321236361926e-05,0.3381264697558046
신용등급/NNG;하향/NNG,136,166,302,2.139094628198615e-05,3.278133643979283e-05,0.6525342955822864
혐의/NNG,138,163,301,2.170551902142712e-05,3.2188902648712236e-05,0.6743168370262999
위인/NNG,208,93,301,3.271556490186117e-05,1.8365447523498393e-05,1.781364971368215
에코/NNG,197,103,300,3.098541483493582e-05,2.034022682710037e-05,1.5233564059203262
박진/NNG,202,98,300,3.1771846683538254e-05,1.935283717529938e-05,1.6417151860343058
그냥/MAG,204,96,300,3.208641942297922e-05,1.8957881314578985e-05,1.6925108291665552
구상/NNG,187,112,299,2.9412551137730955e-05,2.211752820034215e-05,1.3298299372022935
자본증권/NNG,67,232,299,1.0538186771272588e-05,4.581487984356588e-05,0.23001668469403488
입증/NNG,190,109,299,2.9884410246892413e-05,2.1525094409261558e-05,1.3883521102715402
배송/NNG,133,166,299,2.091908717282469e-05,3.278133643979283e-05,0.6381401567091477
모니/NNG,74,225,299,1.1639191359315993e-05,4.4432534331044496e-05,0.2619520028409414
금융기업/NNG,104,194,298,1.6357782450930585e-05,3.831071848987837e-05,0.4269766555083608
주리/NNG,202,96,298,3.1771846683538254e-05,1.8957881314578985e-05,1.675917585743354
선성/NNG,203,95,298,3.192913305325874e-05,1.876040338421879e-05,1.7019427780597434
대립/NNG,143,154,297,2.2491950870029554e-05,3.0411601275470457e-05,0.7395845640055535
보관/NNG,193,104,297,3.0356269356053875e-05,2.0537704757460567e-05,1.478075068005182
양산/NNG,187,110,297,2.9412551137730955e-05,2.1722572339621754e-05,1.3540086633332442
진균/NNG,202,95,297,3.1771846683538254e-05,1.876040338421879e-05,1.6935588234880206
고위/NNG,187,109,296,2.9412551137730955e-05,2.1525094409261558e-05,1.3664307611619895
채웠/VV,137,159,296,2.1548232651706637e-05,3.1398990927271445e-05,0.686271501578448
인물/NNG,142,154,296,2.2334664500309066e-05,3.0411601275470457e-05,0.7344126439775426
손절/NNG,141,155,296,2.2177378130588583e-05,3.0609079205830653e-05,0.7245359450853414
연환산/NNG,141,155,296,2.2177378130588583e-05,3.0609079205830653e-05,0.7245359450853414
들어갔/VV,185,110,295,2.9097978398289984e-05,2.1722572339621754e-05,1.3395272872548138
부회장/NNG,189,106,295,2.972712387717193e-05,2.0932660618180963e-05,1.4201311729743795
국토/NNG,236,59,295,3.7119583254034786e-05,1.1651197891251668e-05,3.185902737254692
비리/NNG,212,83,295,3.334471038074311e-05,1.6390668219896415e-05,2.0343716274035986
알아보/VV,204,90,294,3.208641942297922e-05,1.77730137324178e-05,1.8053448844443256
블루칩/NNG,135,159,294,2.1233659912265663e-05,3.1398990927271445e-05,0.6762529395116093
먹거리/NNG,207,87,294,3.2558278532140686e-05,1.7180579941337207e-05,1.8950628350911534
딜링룸/NNG,121,173,294,1.9031650736178855e-05,3.416368195231422e-05,0.5570725884506037
이체/NNG,195,99,294,3.0670842095494846e-05,1.955031510565958e-05,1.568815741829962
바란다고/VV,210,83,293,3.3030137641302145e-05,1.6390668219896415e-05,2.015179442239414
제지/NNG,130,163,293,2.044722806366323e-05,3.2188902648712236e-05,0.6352260058943404
저소득/NNG,199,93,292,3.1299987574376795e-05,1.8365447523498393e-05,1.7042866793378597
매매동향/NNG,122,170,292,1.918893710589934e-05,3.357124816123362e-05,0.5715884322721653
피봇/NNG,206,86,292,3.2400992162420196e-05,1.6983102010977007e-05,1.90783710428624
미일/NNG,231,61,292,3.633315140543236e-05,1.2046153751972064e-05,3.0161620176468604
입점/NNG,194,98,292,3.051355572577436e-05,1.935283717529938e-05,1.5766967628250264
창업자/NNG,141,150,291,2.2177378130588583e-05,2.9621689554029666e-05,0.7486871432548527
대역폭/NNG,182,109,291,2.8626119289128522e-05,2.1525094409261558e-05,1.3298951793127385
캠페인/NNG,182,109,291,2.8626119289128522e-05,2.1525094409261558e-05,1.3298951793127385
만호/NNG,217,74,291,3.4131142229345545e-05,1.4613366846654635e-05,2.33561112832523
대략/MAG,136,155,291,2.139094628198615e-05,3.0609079205830653e-05,0.6988431810752228
정금/NNG,93,197,290,1.4627632384005234e-05,3.890315228095896e-05,0.37600121137650555
완성/NNG,208,82,290,3.271556490186117e-05,1.6193190289536216e-05,2.0203285650883416
일단락/NNG,132,157,289,2.0761800803104204e-05,3.100403506655105e-05,0.6696483460471646
공공임대/NNG,209,80,289,3.2872851271581654e-05,1.579823442881582e-05,2.080792725269471
윤창/NNG,200,89,289,3.145727394409728e-05,1.7575535802057602e-05,1.7898329984576922
고시/NNG,141,148,289,2.2177378130588583e-05,2.922673369330927e-05,0.758804537082621
근로시간/NNG,214,75,289,3.365928312018409e-05,1.4810844777014833e-05,2.2726106192416804
스퀘어/NNG,195,94,289,3.0670842095494846e-05,1.856292545385859e-05,1.6522633876719814
사업구조/NNG,181,108,289,2.846883291940804e-05,2.132761647890136e-05,1.3348342487108782
금리/NNG;인하/NNG;불확실성/NNG,206,82,288,3.2400992162420196e-05,1.6193190289536216e-05,2.000902328885569
여야/NNG,212,76,288,3.334471038074311e-05,1.5008322707375031e-05,2.2217479615065616
국채/NNG;금리/NNG;급등/NNG,189,99,288,2.972712387717193e-05,1.955031510565958e-05,1.520544488235194
보유기간/NNG,136,152,288,2.139094628198615e-05,3.0016645414750062e-05,0.7126361385964444
중소벤처기업부/NNG,208,80,288,3.271556490186117e-05,1.579823442881582e-05,2.07083677921555
바젤/NNG,74,214,288,1.1639191359315993e-05,4.2260277097082325e-05,0.27541682541687756
인구구조/NNG,194,93,287,3.051355572577436e-05,1.8365447523498393e-05,1.661465405987662
분봉/NNG,136,151,287,2.139094628198615e-05,2.9819167484389862e-05,0.7173555832229108
대담/NNG,210,76,286,3.3030137641302145e-05,1.5008322707375031e-05,2.200788075077255
경제구조/NNG,121,165,286,1.9031650736178855e-05,3.2583858509432635e-05,0.5840821684966936
하한/NNG,105,181,286,1.6515068820651072e-05,3.57435053951958e-05,0.46204390526483796
포워드/NNG,127,159,286,1.997536895450177e-05,3.1398990927271445e-05,0.6361786912442546
진흥/NNG,204,82,286,3.208641942297922e-05,1.6193190289536216e-05,1.9814760926827963
알려져/VV,140,145,285,2.2020091760868095e-05,2.8634299902228675e-05,0.7690110055442361
자구계획/NNG,109,176,285,1.7144214299533018e-05,3.4756115743394805e-05,0.4932718726715362
고정이하여신/NNG,182,103,285,2.8626119289128522e-05,2.034022682710037e-05,1.407364801408626
해상/NNG,206,79,285,3.2400992162420196e-05,1.5600756498455624e-05,2.076885961628059
당첨/NNG,193,92,285,3.0356269356053875e-05,1.8167969593138194e-05,1.6708674681797708
수출국/NNG,104,181,285,1.6357782450930585e-05,3.57435053951958e-05,0.4576434871194585
분양권/NNG,83,202,285,1.305476868680037e-05,3.989054193275995e-05,0.3272647613764102
유지율/NNG,270,14,284,4.2467319824531325e-05,2.7646910250427687e-06,15.360602483192267
주주환원정책/NNG,196,88,284,3.082812846521533e-05,1.7378057871697403e-05,1.7739685696077263
평정/NNG,77,207,284,1.2111050468477452e-05,4.087793158456094e-05,0.29627356373020686
승계/NNG,190,94,284,2.9884410246892413e-05,1.856292545385859e-05,1.6098976597829562
증명/NNG,187,97,284,2.9412551137730955e-05,1.9155359244939185e-05,1.5354737419242974
평형/NNG,221,62,283,3.4760287708227494e-05,1.2243631682332262e-05,2.839050423118093
처벌/NNG,218,65,283,3.4288428599066036e-05,1.2836065473412855e-05,2.6712569104673958
신장/NNG,226,57,283,3.554671955682993e-05,1.1256242030531273e-05,3.157956222015616
총회/NNG,195,87,282,3.0670842095494846e-05,1.7180579941337207e-05,1.785204120013405
가격/NNG;급등/NNG,179,103,282,2.8154260179967064e-05,2.034022682710037e-05,1.384166480506286
아태/NNG,124,157,281,1.9503509845340313e-05,3.100403506655105e-05,0.6290635978018819
오프닝/NNG,221,60,281,3.4760287708227494e-05,1.1848675821611866e-05,2.9336854372220293
첫날/NNG,128,152,280,2.013265532422226e-05,3.0016645414750062e-05,0.6707163657378299
시장성/NNG,131,149,280,2.0604514433383717e-05,2.9424211623669467e-05,0.7002571452690682
유사시/NNG,132,148,280,2.0761800803104204e-05,2.922673369330927e-05,0.7103702049284111
모델포트폴리오/NNG,23,256,279,3.617586503571187e-06,5.055435017221063e-05,0.07155836226255656
자동차금융/NNG,130,149,279,2.044722806366323e-05,2.9424211623669467e-05,0.6949116708777013
가계/NNG;부채/NNG;증가/NNG,126,153,279,1.9818082584781284e-05,3.0214123345110258e-05,0.6559211517877307
경기/NNG;둔화/NNG;우려/NNG,128,151,279,2.013265532422226e-05,2.9819167484389862e-05,0.6751581959745043
중산층/NNG,187,92,279,2.9412551137730955e-05,1.8167969593138194e-05,1.6189234018114878
메일/VV,219,59,278,3.444571496878652e-05,1.1651197891251668e-05,2.9564097434693966
취재/NNG,184,94,278,2.8940692028569497e-05,1.856292545385859e-05,1.559058786316126
속속/MAG,190,88,278,2.9884410246892413e-05,1.7378057871697403e-05,1.7196634093136123
뛰어나/VA,188,89,277,2.9569837507451442e-05,1.7575535802057602e-05,1.6824430185502306
용적률/NNG,201,76,277,3.161456031381776e-05,1.5008322707375031e-05,2.106468586145372
기아/NNG,207,70,277,3.2558278532140686e-05,1.3823455125213844e-05,2.355292380756148
긍긍/MAG,52,224,276,8.178891225465293e-06,4.42350564006843e-05,0.1848961410013884
난항/NNG,193,83,276,3.0356269356053875e-05,1.6390668219896415e-05,1.852045868343842
양도/NNG,182,94,276,2.8626119289128522e-05,1.856292545385859e-05,1.5421124951605159
수익구조/NNG,175,101,276,2.752511470108512e-05,1.9945270966379976e-05,1.380032126286067
주주총회/NNG,126,150,276,1.9818082584781284e-05,2.9621689554029666e-05,0.6690395748234853
우상향/NNG,176,100,276,2.7682401070805606e-05,1.9747793036019776e-05,1.4017972043920646
목돈/NNG,134,141,275,2.1076373542545175e-05,2.7844388180787884e-05,0.7569343382839162
현수/NNG,192,83,275,3.0198982986333388e-05,1.6390668219896415e-05,1.8424497757617497
광업/NNG,179,95,274,2.8154260179967064e-05,1.876040338421879e-05,1.5007278683383944
월건/NNG,198,76,274,3.1142701204656305e-05,1.5008322707375031e-05,2.0750287565014114
실적/NNG;악화/NNG,171,103,274,2.6895969222203173e-05,2.034022682710037e-05,1.3223042914333794
챌린지/NNG,224,50,274,3.523214681738895e-05,9.873896518009888e-06,3.5682110657252557
제이차/NNG,196,77,273,3.082812846521533e-05,1.5205800637735229e-05,2.0273926509802584
햇살론/NNG,213,60,273,3.35019967504636e-05,1.1848675821611866e-05,2.8274886793135394
공실/NNG,178,95,273,2.7996973810246577e-05,1.876040338421879e-05,1.4923439137666714
부동산/NNG;pf/NNG;부실/NNG,190,82,272,2.9884410246892413e-05,1.6193190289536216e-05,1.845492439263389
분해/NNG,120,152,272,1.8874364366458367e-05,3.0016645414750062e-05,0.6287965928792155
준칙/NNG,125,147,272,1.96607962150608e-05,2.902925576294907e-05,0.6772752417633275
발행어음/NNG,128,144,272,2.013265532422226e-05,2.843682197186848e-05,0.7079783860565982
eb/NNG,131,141,272,2.0604514433383717e-05,2.7844388180787884e-05,0.7399880471283062
미수금/NNG,173,99,272,2.7210541961644147e-05,1.955031510565958e-05,1.3918211453158125
합니다/VV,179,93,272,2.8154260179967064e-05,1.8365447523498393e-05,1.5330015859370696
승수/NNG,110,162,272,1.7301500669253502e-05,3.199142471835204e-05,0.5408168226821236
벌써/MAG,178,94,272,2.7996973810246577e-05,1.856292545385859e-05,1.508219912849296
조율/NNG,185,86,271,2.9097978398289984e-05,1.6983102010977007e-05,1.713348855791041
대면/NNG,192,79,271,3.0198982986333388e-05,1.5600756498455624e-05,1.935738372002851
내수/NNG;회복/NNG,199,72,271,3.1299987574376795e-05,1.421841098593424e-05,2.2013702941447355
결성/NNG,226,45,271,3.554671955682993e-05,8.8865068662089e-06,4.000077881219781
희석/NNG,115,155,270,1.8087932517855935e-05,3.0609079205830653e-05,0.5909335722327251
성명문/NNG,185,85,270,2.9097978398289984e-05,1.678562408061681e-05,1.7335059011532885
송금/NNG,183,87,270,2.878340565884901e-05,1.7180579941337207e-05,1.675345404935657
수익증권/NNG,125,145,270,1.96607962150608e-05,2.8634299902228675e-05,0.6866169692359251
요율/NNG,232,38,270,3.6490437775152844e-05,7.5041613536875154e-06,4.862693651599267
무주택/NNG,198,72,270,3.1142701204656305e-05,1.421841098593424e-05,2.1903081318626008
원금손실/NNG,128,141,269,2.013265532422226e-05,2.7844388180787884e-05,0.7230417559726962
우수기업/NNG,197,72,269,3.098541483493582e-05,1.421841098593424e-05,2.1792459695804665
수요/NNG;회복/NNG,172,97,269,2.705325559192366e-05,1.9155359244939185e-05,1.4123073989891934
철저히/MAG,99,169,268,1.5571350602328152e-05,3.3373770230873426e-05,0.4665745132961753
연합회/NNG,201,66,267,3.161456031381776e-05,1.3033543403773053e-05,2.425630493137095
이해관계자/NNG,202,65,267,3.1771846683538254e-05,1.2836065473412855e-05,2.475201357405569
파이낸스/NNG,177,90,267,2.7839687440526093e-05,1.77730137324178e-05,1.5664021791502238
bps/NNG,86,181,267,1.352662779596183e-05,3.57435053951958e-05,0.3784359605026292
퇴직/NNG,127,140,267,1.997536895450177e-05,2.7646910250427688e-05,0.7225172279131177
육아/NNG,123,144,267,1.9346223475619826e-05,2.843682197186848e-05,0.6803229803512624
어감/NNG,188,79,267,2.9569837507451442e-05,1.5600756498455624e-05,1.8954104892527917
비용/NNG;상승/NNG,172,94,266,2.705325559192366e-05,1.856292545385859e-05,1.4573810393824658
그림자금융/NNG,83,183,266,1.305476868680037e-05,3.613846125591619e-05,0.36124306993461675
상품권/NNG,190,76,266,2.9884410246892413e-05,1.5008322707375031e-05,1.9911892107841824
손실/NNG;흡수/NNG,194,72,266,3.051355572577436e-05,1.421841098593424e-05,2.1460594827340636
인내심/NNG,129,137,266,2.0289941693942746e-05,2.7054476459347093e-05,0.7499661553026558
최신/NNG,173,92,265,2.7210541961644147e-05,1.8167969593138194e-05,1.497720580285494
채여/VV,110,155,265,1.7301500669253502e-05,3.0609079205830653e-05,0.5652408082226067
부실/NNG;우려/NNG,171,94,265,2.6895969222203173e-05,1.856292545385859e-05,1.4489078938046607
상징/NNG,127,137,264,1.997536895450177e-05,2.7054476459347093e-05,0.7383387730499014
힌트/NNG,122,142,264,1.918893710589934e-05,2.8041866111148084e-05,0.6842960104666768
분양률/NNG,166,97,263,2.610953737360074e-05,1.9155359244939185e-05,1.3630408618151517
파생/NNG,120,143,263,1.8874364366458367e-05,2.823934404150828e-05,0.6683712036198656
단어/NNG,163,99,262,2.563767826443928e-05,1.955031510565958e-05,1.311369055991199
참여율/NNG,117,145,262,1.840250525729691e-05,2.8634299902228675e-05,0.6426734832048259
광의/NNG,98,164,262,1.5414064232607665e-05,3.238638057907243e-05,0.4759427869679266
출연금/NNG,210,52,262,3.3030137641302145e-05,1.0268852378730284e-05,3.216536417420603
견지/NNG,126,136,262,1.9818082584781284e-05,2.6856998528986897e-05,0.7379112957611971
신디케이트론/NNG,199,63,262,3.1299987574376795e-05,1.244110961269246e-05,2.5158517647368406
회관/NNG,167,94,261,2.6266823743321227e-05,1.856292545385859e-05,1.4150153114934405
채권/NNG;금리/NNG;하락/NNG,114,147,261,1.7930646148135447e-05,2.902925576294907e-05,0.6176750204881546
양자/NNG,191,70,261,3.00416966166129e-05,1.3823455125213844e-05,2.173240795770165
대형사/NNG,167,93,260,2.6266823743321227e-05,1.8365447523498393e-05,1.4302305298965956
직격탄/NNG,182,78,260,2.8626119289128522e-05,1.5403278568095425e-05,1.8584432633985706
모집액/NNG,120,140,260,1.8874364366458367e-05,2.7646910250427688e-05,0.682693443697434
시계열/NNG,124,136,260,1.9503509845340313e-05,2.6856998528986897e-05,0.726198418050702
재난/NNG,162,97,259,2.5480391894718794e-05,1.9155359244939185e-05,1.330196503699124
올레/NNG,103,156,259,1.6200496081210098e-05,3.080655713619085e-05,0.5258781761814636
인도분/NNG,186,73,259,2.9255264768010468e-05,1.4415888916294437e-05,2.0293764011279887
진흥공단/NNG,170,89,259,2.6738682852482685e-05,1.7575535802057602e-05,1.5213580486890383
거둔/VV,174,84,258,2.736782833136463e-05,1.658814615025661e-05,1.6498424889354657
경품/NNG,200,58,258,3.145727394409728e-05,1.145371996089147e-05,2.7464678769437003
금리/NNG;인하/NNG;기대/NNG;약화/NNG,111,147,258,1.745878703897399e-05,2.902925576294907e-05,0.6014204146858347
여론조사/NNG,110,148,258,1.7301500669253502e-05,2.922673369330927e-05,0.5919751707736759
고용동향/NNG,124,134,258,1.9503509845340313e-05,2.64620426682665e-05,0.7370372004096676
발주/NNG,161,97,258,2.532310552499831e-05,1.9155359244939185e-05,1.321985414170117
다일/NNG,46,212,258,7.235173007142374e-06,4.1865321236361926e-05,0.1728201956529668
소비자동향조사/NNG,206,51,257,3.2400992162420196e-05,1.0071374448370086e-05,3.217137077816013
현물시장/NNG,93,164,257,1.4627632384005234e-05,3.238638057907243e-05,0.451659991714461
선택지/NNG,164,93,257,2.579496463415977e-05,1.8365447523498393e-05,1.4045377658864773
현선물/NNG,99,158,257,1.5571350602328152e-05,3.120151299691125e-05,0.499057549031985
소비자/NNG;물가/NNG;상승/NNG,169,88,257,2.65813964827622e-05,1.7378057871697403e-05,1.5295953482842133
원달러/NNG;급등/NNG,222,35,257,3.491757407794798e-05,6.911727562606922e-06,5.051931483361011
실적/NNG;호조/NNG,180,77,257,2.831154654968755e-05,1.5205800637735229e-05,1.8618912100839111
사들인/VV,165,92,257,2.5952251003880256e-05,1.8167969593138194e-05,1.4284618251277834
충당부채/NNG,220,37,257,3.4603001338507004e-05,7.306683423327318e-06,4.735801366189407
트렌치/NNG,119,138,257,1.871707799673788e-05,2.7251954389707293e-05,0.6868159886472978
고급/NNG,174,83,257,2.736782833136463e-05,1.6390668219896415e-05,1.6697201092840857
인수금융/NNG,171,85,256,2.6895969222203173e-05,1.678562408061681e-05,1.6023216707957422
학부/NNG,180,76,256,2.831154654968755e-05,1.5008322707375031e-05,1.8863897786376467
고정자산/NNG,165,91,256,2.5952251003880256e-05,1.7970491662777998e-05,1.444159207821495
시행령/NNG,176,80,256,2.7682401070805606e-05,1.579823442881582e-05,1.7522465054900809
통계국/NNG,86,169,255,1.352662779596183e-05,3.3373770230873426e-05,0.4053071529643543
세우/VV,172,83,255,2.705325559192366e-05,1.6390668219896415e-05,1.6505279241199007
첨단산업/NNG,166,89,255,2.610953737360074e-05,1.7575535802057602e-05,1.4855613887198844
못하/VX,115,139,254,1.8087932517855935e-05,2.744943232006749e-05,0.6589547028494418
매출/NNG;성장/NNG,187,67,254,2.9412551137730955e-05,1.323102133413325e-05,2.2229992980098037
궤도/NNG,109,145,254,1.7144214299533018e-05,2.8634299902228675e-05,0.5987299971737267
준다/VV,162,92,254,2.5480391894718794e-05,1.8167969593138194e-05,1.4024897919436417
국채/NNG;금리/NNG;오르/VV,163,91,254,2.563767826443928e-05,1.7970491662777998e-05,1.426654247726689
이때/NNG,176,78,254,2.7682401070805606e-05,1.5403278568095425e-05,1.7971759030667496
무역전쟁/NNG,120,133,253,1.8874364366458367e-05,2.6264564737906302e-05,0.7186246775762464
원활히/MAG,157,96,253,2.4693960046116365e-05,1.8957881314578985e-05,1.3025696087213197
느낌/NNG,119,134,253,1.871707799673788e-05,2.64620426682665e-05,0.7073179584576649
계통/NNG,95,158,253,1.4942205123446207e-05,3.120151299691125e-05,0.47889360765695527
중이/NNG,194,59,253,3.051355572577436e-05,1.1651197891251668e-05,2.618920046726315
배당주/NNG,104,148,252,1.6357782450930585e-05,2.922673369330927e-05,0.5596856160042027
부인/NNG,115,137,252,1.8087932517855935e-05,2.7054476459347093e-05,0.6685744795333752
