ngram,hawkish,dovish,total,prob_feature_given_hawkish,prob_feature_given_dovish,polarity_score,polarity
건립/NNG,73,38,111,1.1588210250137074e-05,7.57002271006813e-06,1.5308025740431075,Hawkish
합친/VV,77,34,111,1.222318067480212e-05,6.773178214271485e-06,1.804644775040344,Hawkish
보스턴/NNG,77,34,111,1.222318067480212e-05,6.773178214271485e-06,1.804644775040344,Hawkish
사외이사/NNG,74,37,111,1.1746952856303336e-05,7.370811586118969e-06,1.5937122688667966,Hawkish
과실/NNG,80,31,111,1.2699408493300903e-05,6.175544842424001e-06,2.0564029275700606,Hawkish
건전재정/NNG,79,32,111,1.2540665887134642e-05,6.374755966373162e-06,1.9672385818824525,Hawkish
반대표/NNG,93,18,111,1.47630623734623e-05,3.585800231084904e-06,4.117090027905892,Hawkish
간격/NNG,71,39,110,1.1270725037804551e-05,7.769233834017292e-06,1.450686808840289,Hawkish
장병/NNG,93,17,110,1.47630623734623e-05,3.3865891071357424e-06,4.3592717942532975,Hawkish
캐즘/NNG,75,35,110,1.1905695462469598e-05,6.972389338220647e-06,1.7075488595001396,Hawkish
글로벌/NNG;경기/NNG;둔화/NNG,73,37,110,1.1588210250137074e-05,7.370811586118969e-06,1.5721756165848129,Hawkish
배려/NNG,73,37,110,1.1588210250137074e-05,7.370811586118969e-06,1.5721756165848129,Hawkish
반격/NNG,85,25,110,1.349312152413221e-05,4.980278098729033e-06,2.7093108570735547,Hawkish
했었/VV,80,30,110,1.2699408493300903e-05,5.97633371847484e-06,2.124949691822396,Hawkish
스튜디오/NNG,78,32,110,1.238192328096838e-05,6.374755966373162e-06,1.9423368276814088,Hawkish
무담보채/NNG,87,23,110,1.3810606736464732e-05,4.581855850830711e-06,3.0141949432915505,Hawkish
소유주/NNG,80,30,110,1.2699408493300903e-05,5.97633371847484e-06,2.124949691822396,Hawkish
특정금전신탁/NNG,83,27,110,1.3175636311799689e-05,5.378700346627356e-06,2.449594783628595,Hawkish
도서관/NNG,86,24,110,1.365186413029847e-05,4.781066974779871e-06,2.8554011483863446,Hawkish
재산세/NNG,77,33,110,1.222318067480212e-05,6.573967090322324e-06,1.8593309803445963,Hawkish
럭셔리/NNG,83,26,109,1.3175636311799689e-05,5.179489222678194e-06,2.5438099676143104,Hawkish
수수료이익/NNG,105,4,109,1.6667973647457436e-05,7.968444957966453e-07,20.91747352887671,Hawkish
물가/NNG;급등/NNG,73,36,109,1.1588210250137074e-05,7.171600462169808e-06,1.6158471614899468,Hawkish
친환경선박/NNG,99,10,109,1.571551801045987e-05,1.992111239491613e-06,7.888875730890645,Hawkish
예상/NNG;견조/NNG,74,35,109,1.1746952856303336e-05,6.972389338220647e-06,1.6847815413734708,Hawkish
잇단/VV,73,36,109,1.1588210250137074e-05,7.171600462169808e-06,1.6158471614899468,Hawkish
부동산/NNG;부진/NNG,87,22,109,1.3810606736464732e-05,4.382644726881549e-06,3.1512038043502577,Hawkish
조류/NNG,92,17,109,1.460431976729604e-05,3.3865891071357424e-06,4.312397903992509,Hawkish
주인공/NNG,72,37,109,1.1429467643970812e-05,7.370811586118969e-06,1.550638964302829,Hawkish
사들여/VV,70,39,109,1.111198243163829e-05,7.769233834017292e-06,1.430254600265074,Hawkish
넘나들/VV,75,34,109,1.1905695462469598e-05,6.773178214271485e-06,1.7577708847795557,Hawkish
금리/NNG;긴축/NNG,73,36,109,1.1588210250137074e-05,7.171600462169808e-06,1.6158471614899468,Hawkish
태스크포스/NNG,78,31,109,1.238192328096838e-05,6.175544842424001e-06,2.004992854380809,Hawkish
전부/NNG,75,34,109,1.1905695462469598e-05,6.773178214271485e-06,1.7577708847795557,Hawkish
소음/NNG,80,29,109,1.2699408493300903e-05,5.777122594525679e-06,2.1982238191266164,Hawkish
비주류/NNG,77,32,109,1.222318067480212e-05,6.374755966373162e-06,1.917435073480365,Hawkish
해년/NNG,71,38,109,1.1270725037804551e-05,7.57002271006813e-06,1.488862777493981,Hawkish
타임/NNG,78,31,109,1.238192328096838e-05,6.175544842424001e-06,2.004992854380809,Hawkish
환급금/NNG,85,24,109,1.349312152413221e-05,4.781066974779871e-06,2.82219880945162,Hawkish
판매/NNG;확대/NNG,76,33,109,1.206443806863586e-05,6.573967090322324e-06,1.8351838247557053,Hawkish
형제/NNG,79,30,109,1.2540665887134642e-05,5.97633371847484e-06,2.098387820674616,Hawkish
가까이/NNG,74,34,108,1.1746952856303336e-05,6.773178214271485e-06,1.7343339396491613,Hawkish
기민/NNG,69,39,108,1.0953239825472027e-05,7.769233834017292e-06,1.409822391689859,Hawkish
완만/NNG;성장/NNG,70,38,108,1.111198243163829e-05,7.57002271006813e-06,1.467892879219418,Hawkish
스플릿/NNG,67,41,108,1.0635754613139508e-05,8.167656081915614e-06,1.302179536757017,Hawkish
갱신청구권/NNG,82,26,108,1.3016893705633426e-05,5.179489222678194e-06,2.5131616547514875,Hawkish
공모주청약/NNG,80,28,108,1.2699408493300903e-05,5.577911470576517e-06,2.2767318126668528,Hawkish
비상금/NNG,75,33,108,1.1905695462469598e-05,6.573967090322324e-06,1.8110366691668147,Hawkish
어서/MAG,73,35,108,1.1588210250137074e-05,6.972389338220647e-06,1.6620142232468025,Hawkish
여주/NNG,86,22,108,1.365186413029847e-05,4.382644726881549e-06,3.1149830709669213,Hawkish
매진/NNG,77,31,108,1.222318067480212e-05,6.175544842424001e-06,1.9792878177861832,Hawkish
유가/NNG;안정/NNG,81,27,108,1.2858151099467165e-05,5.378700346627356e-06,2.390568403300195,Hawkish
조정안/NNG,82,26,108,1.3016893705633426e-05,5.179489222678194e-06,2.5131616547514875,Hawkish
기년/NNG,79,29,108,1.2540665887134642e-05,5.777122594525679e-06,2.170746021387534,Hawkish
점화/NNG,67,41,108,1.0635754613139508e-05,8.167656081915614e-06,1.302179536757017,Hawkish
손실액/NNG,82,26,108,1.3016893705633426e-05,5.179489222678194e-06,2.5131616547514875,Hawkish
민자사업/NNG,97,11,108,1.5398032798127347e-05,2.1913223634407744e-06,7.026822276367242,Hawkish
세액/NNG,81,27,108,1.2858151099467165e-05,5.378700346627356e-06,2.390568403300195,Hawkish
처해/VV,68,40,108,1.0794497219305768e-05,7.968444957966452e-06,1.3546554285367776,Hawkish
구입자금/NNG,79,28,107,1.2540665887134642e-05,5.577911470576517e-06,2.248272665008517,Hawkish
이자비용/NNG;부담/NNG,68,39,107,1.0794497219305768e-05,7.769233834017292e-06,1.3893901831146434,Hawkish
결정내용/NNG,67,40,107,1.0635754613139508e-05,7.968444957966452e-06,1.3347340251759423,Hawkish
치르/VV,72,35,107,1.1429467643970812e-05,6.972389338220647e-06,1.6392469051201335,Hawkish
약국/NNG,76,31,107,1.206443806863586e-05,6.175544842424001e-06,1.9535827811915571,Hawkish
매출/NNG;확대/NNG,84,23,107,1.3334378917965948e-05,4.581855850830711e-06,2.9102571866263247,Hawkish
블로그/NNG,75,32,107,1.1905695462469598e-05,6.374755966373162e-06,1.8676315650782775,Hawkish
실적/NNG;저조/NNG,80,27,107,1.2699408493300903e-05,5.378700346627356e-06,2.3610552131359954,Hawkish
업황/NNG;악화/NNG,67,40,107,1.0635754613139508e-05,7.968444957966452e-06,1.3347340251759423,Hawkish
집값/NNG;오르/VV,72,35,107,1.1429467643970812e-05,6.972389338220647e-06,1.6392469051201335,Hawkish
출퇴근/NNG,67,40,107,1.0635754613139508e-05,7.968444957966452e-06,1.3347340251759423,Hawkish
트랙/NNG,68,39,107,1.0794497219305768e-05,7.769233834017292e-06,1.3893901831146434,Hawkish
허들/NNG,70,37,107,1.111198243163829e-05,7.370811586118969e-06,1.5075656597388618,Hawkish
투자분석/NNG,68,38,106,1.0794497219305768e-05,7.57002271006813e-06,1.425953082670292,Hawkish
선형/NNG,66,40,106,1.0477012006973244e-05,7.968444957966452e-06,1.3148126218151075,Hawkish
청약저축/NNG,88,18,106,1.3969349342630993e-05,3.585800231084904e-06,3.895741101674392,Hawkish
매출/NNG;오르/VV,86,20,106,1.365186413029847e-05,3.984222478983226e-06,3.4264813780636136,Hawkish
의원실/NNG,71,35,106,1.1270725037804551e-05,6.972389338220647e-06,1.6164795869934652,Hawkish
축하/NNG,71,35,106,1.1270725037804551e-05,6.972389338220647e-06,1.6164795869934652,Hawkish
민간/NNG;소비/NNG;회복/NNG,83,23,106,1.3175636311799689e-05,4.581855850830711e-06,2.875611267737916,Hawkish
중후/NNG,78,28,106,1.238192328096838e-05,5.577911470576517e-06,2.2198135173501816,Hawkish
병목/NNG,83,22,105,1.3175636311799689e-05,4.382644726881549e-06,3.0063208708169125,Hawkish
원권/NNG,92,13,105,1.460431976729604e-05,2.589744611339097e-06,5.639289566759436,Hawkish
겹친/VV,67,38,105,1.0635754613139508e-05,7.57002271006813e-06,1.4049831843957288,Hawkish
심각/NNG;우려/NNG,99,6,105,1.571551801045987e-05,1.1952667436949678e-06,13.148126218151075,Hawkish
헬리콥터머니/NNG,79,26,105,1.2540665887134642e-05,5.179489222678194e-06,2.4212167161630185,Hawkish
양쪽/NNG,67,38,105,1.0635754613139508e-05,7.57002271006813e-06,1.4049831843957288,Hawkish
겨우/MAG,76,29,105,1.206443806863586e-05,5.777122594525679e-06,2.0883126281702857,Hawkish
무역/NNG;적자/NNG,69,36,105,1.0953239825472027e-05,7.171600462169808e-06,1.527307590997347,Hawkish
수출/NNG;확대/NNG,69,36,105,1.0953239825472027e-05,7.171600462169808e-06,1.527307590997347,Hawkish
맞춰야/VV,79,26,105,1.2540665887134642e-05,5.179489222678194e-06,2.4212167161630185,Hawkish
판매/NNG;부진/NNG,69,36,105,1.0953239825472027e-05,7.171600462169808e-06,1.527307590997347,Hawkish
보험증권/NNG,70,35,105,1.111198243163829e-05,6.972389338220647e-06,1.5937122688667968,Hawkish
토끼/NNG,66,39,105,1.0477012006973244e-05,7.769233834017292e-06,1.3485257659642127,Hawkish
규제당국/NNG,70,35,105,1.111198243163829e-05,6.972389338220647e-06,1.5937122688667968,Hawkish
회색/NNG,66,39,105,1.0477012006973244e-05,7.769233834017292e-06,1.3485257659642127,Hawkish
농산물/NNG;가격/NNG;상승/NNG,81,23,104,1.2858151099467165e-05,4.581855850830711e-06,2.806319429961099,Hawkish
위험/NNG;해소/NNG,71,33,104,1.1270725037804551e-05,6.573967090322324e-06,1.714448046811251,Hawkish
픽업/NNG,73,31,104,1.1588210250137074e-05,6.175544842424001e-06,1.87646767140768,Hawkish
ecb/NNG;금리/NNG;인상/NNG,81,23,104,1.2858151099467165e-05,4.581855850830711e-06,2.806319429961099,Hawkish
도착/NNG,75,29,104,1.1905695462469598e-05,5.777122594525679e-06,2.0608348304312027,Hawkish
오르내리/VV,80,24,104,1.2699408493300903e-05,4.781066974779871e-06,2.656187114777995,Hawkish
갖출/VV,77,27,104,1.222318067480212e-05,5.378700346627356e-06,2.272515642643396,Hawkish
회가/NNG,82,22,104,1.3016893705633426e-05,4.382644726881549e-06,2.970100137433576,Hawkish
망설이/VV,69,35,104,1.0953239825472027e-05,6.972389338220647e-06,1.5709449507401283,Hawkish
형평/NNG,79,25,104,1.2540665887134642e-05,4.980278098729033e-06,2.518065384809539,Hawkish
스팩/NNG,77,26,103,1.222318067480212e-05,5.179489222678194e-06,2.3599200904373725,Hawkish
인하/NNG;전환/NNG,66,37,103,1.0477012006973244e-05,7.370811586118969e-06,1.421419050610927,Hawkish
주권/NNG,65,38,103,1.0318269400806984e-05,7.57002271006813e-06,1.3630433878466026,Hawkish
물가/NNG;내리/VV,74,29,103,1.1746952856303336e-05,5.777122594525679e-06,2.03335703269212,Hawkish
매수비중/NNG,82,21,103,1.3016893705633426e-05,4.183433602932388e-06,3.111533477311365,Hawkish
전기요금/NNG;인상/NNG,71,32,103,1.1270725037804551e-05,6.374755966373162e-06,1.7680245482741028,Hawkish
다니/VV,68,35,103,1.0794497219305768e-05,6.972389338220647e-06,1.5481776326134598,Hawkish
진실/NNG,81,22,103,1.2858151099467165e-05,4.382644726881549e-06,2.93387940405024,Hawkish
다가구주택/NNG,80,23,103,1.2699408493300903e-05,4.581855850830711e-06,2.77167351107269,Hawkish
단호/NNG,75,28,103,1.1905695462469598e-05,5.577911470576517e-06,2.1344360743751745,Hawkish
조각/NNG,84,19,103,1.3334378917965948e-05,3.785011355034065e-06,3.5229429101266034,Hawkish
성장/NNG;경로/NNG;불확실성/NNG,68,35,103,1.0794497219305768e-05,6.972389338220647e-06,1.5481776326134598,Hawkish
세제개편안/NNG,65,38,103,1.0318269400806984e-05,7.57002271006813e-06,1.3630433878466026,Hawkish
이윤/NNG,66,37,103,1.0477012006973244e-05,7.370811586118969e-06,1.421419050610927,Hawkish
최저임금/NNG;인상/NNG,64,39,103,1.0159526794640725e-05,7.769233834017292e-06,1.307661348813782,Hawkish
손실보상/NNG,92,11,103,1.460431976729604e-05,2.1913223634407744e-06,6.664614942533879,Hawkish
추계/NNG,74,29,103,1.1746952856303336e-05,5.777122594525679e-06,2.03335703269212,Hawkish
베일인/NNG,70,33,103,1.111198243163829e-05,6.573967090322324e-06,1.6903008912223605,Hawkish
선택권/NNG,75,28,103,1.1905695462469598e-05,5.577911470576517e-06,2.1344360743751745,Hawkish
소액주주/NNG,64,38,102,1.0159526794640725e-05,7.57002271006813e-06,1.3420734895720394,Hawkish
이익/NNG;개선/NNG,68,34,102,1.0794497219305768e-05,6.773178214271485e-06,1.5937122688667968,Hawkish
경영난/NNG,70,32,102,1.111198243163829e-05,6.374755966373162e-06,1.7431227940730591,Hawkish
충실/NNG,65,37,102,1.0318269400806984e-05,7.370811586118969e-06,1.3998823983289432,Hawkish
재작년/NNG,68,34,102,1.0794497219305768e-05,6.773178214271485e-06,1.5937122688667968,Hawkish
수용성/NNG,97,5,102,1.5398032798127347e-05,9.960556197458065e-07,15.459009008007932,Hawkish
출금액/NNG,66,36,102,1.0477012006973244e-05,7.171600462169808e-06,1.4609029131278972,Hawkish
고요/NNG,84,18,102,1.3334378917965948e-05,3.585800231084904e-06,3.7186619606891926,Hawkish
우대형/NNG,81,21,102,1.2858151099467165e-05,4.183433602932388e-06,3.073587947100251,Hawkish
리딩/NNG,67,35,102,1.0635754613139508e-05,6.972389338220647e-06,1.5254103144867912,Hawkish
경영전략/NNG,73,29,102,1.1588210250137074e-05,5.777122594525679e-06,2.005879234953037,Hawkish
탁월/NNG,64,38,102,1.0159526794640725e-05,7.57002271006813e-06,1.3420734895720394,Hawkish
경비/NNG,82,20,102,1.3016893705633426e-05,3.984222478983226e-06,3.267110151176934,Hawkish
사용료/NNG,82,20,102,1.3016893705633426e-05,3.984222478983226e-06,3.267110151176934,Hawkish
참여기업/NNG,85,17,102,1.349312152413221e-05,3.3865891071357424e-06,3.984280672166992,Hawkish
현지법인/NNG,67,35,102,1.0635754613139508e-05,6.972389338220647e-06,1.5254103144867912,Hawkish
패스/NNG,77,25,102,1.222318067480212e-05,4.980278098729033e-06,2.4543168940548674,Hawkish
매매계약/NNG,78,23,101,1.238192328096838e-05,4.581855850830711e-06,2.702381673295873,Hawkish
금융시장/NNG;불확실성/NNG,63,38,101,1.0000784188474462e-05,7.57002271006813e-06,1.3211035912974765,Hawkish
금리/NNG;인상/NNG;배제/NNG,95,6,101,1.5080547585794824e-05,1.1952667436949678e-06,12.616888795195475,Hawkish
고용/NNG;고용자수/NNG;증가/NNG,65,36,101,1.0318269400806984e-05,7.171600462169808e-06,1.4387680205047473,Hawkish
농기계/NNG,78,23,101,1.238192328096838e-05,4.581855850830711e-06,2.702381673295873,Hawkish
모은다/VV,70,31,101,1.111198243163829e-05,6.175544842424001e-06,1.7993525616238029,Hawkish
금리/NNG;인하/NNG;가능성/NNG;배제/NNG,76,25,101,1.206443806863586e-05,4.980278098729033e-06,2.4224426486775315,Hawkish
당선인/NNG,64,37,101,1.0159526794640725e-05,7.370811586118969e-06,1.3783457460469597,Hawkish
라스트/NNG,69,32,101,1.0953239825472027e-05,6.374755966373162e-06,1.7182210398720157,Hawkish
국주/NNG,69,32,101,1.0953239825472027e-05,6.374755966373162e-06,1.7182210398720157,Hawkish
수익/NNG;확대/NNG,80,21,101,1.2699408493300903e-05,4.183433602932388e-06,3.0356424168891367,Hawkish
척도/NNG,65,35,100,1.0318269400806984e-05,6.972389338220647e-06,1.479875678233454,Hawkish
오인/NNG,91,9,100,1.4445577161129778e-05,1.792900115542452e-06,8.057100914826584,Hawkish
변했/VV,68,32,100,1.0794497219305768e-05,6.374755966373162e-06,1.6933192856709718,Hawkish
순덕/NNG,93,7,100,1.47630623734623e-05,1.3944778676441292e-06,10.586802928900866,Hawkish
총총/MAG,76,24,100,1.206443806863586e-05,4.781066974779871e-06,2.523377759039096,Hawkish
협동조합/NNG,67,33,100,1.0635754613139508e-05,6.573967090322324e-06,1.6178594244556876,Hawkish
초등/NNG,64,36,100,1.0159526794640725e-05,7.171600462169808e-06,1.4166331278815971,Hawkish
상임/NNG,70,29,99,1.111198243163829e-05,5.777122594525679e-06,1.9234458417357887,Hawkish
평일/NNG,73,26,99,1.1588210250137074e-05,5.179489222678194e-06,2.23732683898608,Hawkish
위기관리/NNG,72,27,99,1.1429467643970812e-05,5.378700346627356e-06,2.124949691822396,Hawkish
조사국/NNG,70,29,99,1.111198243163829e-05,5.777122594525679e-06,1.9234458417357887,Hawkish
고문/NNG,72,27,99,1.1429467643970812e-05,5.378700346627356e-06,2.124949691822396,Hawkish
행운/NNG,88,11,99,1.3969349342630993e-05,2.1913223634407744e-06,6.374849075467187,Hawkish
처지/NNG,64,35,99,1.0159526794640725e-05,6.972389338220647e-06,1.4571083601067858,Hawkish
입국/NNG,63,36,99,1.0000784188474462e-05,7.171600462169808e-06,1.3944982352584474,Hawkish
바뀐다/VV,80,19,99,1.2699408493300903e-05,3.785011355034065e-06,3.355183723930099,Hawkish
우버/NNG,67,32,99,1.0635754613139508e-05,6.374755966373162e-06,1.668417531469928,Hawkish
무역/NNG;흑자/NNG,63,36,99,1.0000784188474462e-05,7.171600462169808e-06,1.3944982352584474,Hawkish
유례없/VA,62,37,99,9.8420415823082e-06,7.370811586118969e-06,1.335272441482992,Hawkish
손실/NNG;확대/NNG,66,33,99,1.0477012006973244e-05,6.573967090322324e-06,1.5937122688667968,Hawkish
손잡/VV,71,28,99,1.1270725037804551e-05,5.577911470576517e-06,2.020599483741832,Hawkish
출자금/NNG,66,33,99,1.0477012006973244e-05,6.573967090322324e-06,1.5937122688667968,Hawkish
자체브랜드/NNG,69,30,99,1.0953239825472027e-05,5.97633371847484e-06,1.8327691091968163,Hawkish
금리/NNG;인하/NNG;기대/NNG;약하/VA,62,37,99,9.8420415823082e-06,7.370811586118969e-06,1.335272441482992,Hawkish
자산/NNG;가격/NNG;하락/NNG,67,32,99,1.0635754613139508e-05,6.374755966373162e-06,1.668417531469928,Hawkish
주행/NNG,62,36,98,9.8420415823082e-06,7.171600462169808e-06,1.3723633426352977,Hawkish
총사업비/NNG,69,29,98,1.0953239825472027e-05,5.777122594525679e-06,1.8959680439967064,Hawkish
문재/NNG,62,36,98,9.8420415823082e-06,7.171600462169808e-06,1.3723633426352977,Hawkish
가격/NNG;급락/NNG,69,29,98,1.0953239825472027e-05,5.777122594525679e-06,1.8959680439967064,Hawkish
운항/NNG,72,26,98,1.1429467643970812e-05,5.179489222678194e-06,2.206678526123257,Hawkish
여가/NNG,67,31,98,1.0635754613139508e-05,6.175544842424001e-06,1.7222374518399255,Hawkish
건전성/NNG;악화/NNG,72,26,98,1.1429467643970812e-05,5.179489222678194e-06,2.206678526123257,Hawkish
신용등급/NNG;전망/NNG;하향/NNG,63,35,98,1.0000784188474462e-05,6.972389338220647e-06,1.4343410419801172,Hawkish
선발/NNG,70,28,98,1.111198243163829e-05,5.577911470576517e-06,1.992140336083496,Hawkish
사와/NNG,65,33,98,1.0318269400806984e-05,6.573967090322324e-06,1.569565113277906,Hawkish
국토연구원/NNG,78,20,98,1.238192328096838e-05,3.984222478983226e-06,3.1077389242902544,Hawkish
건설현장/NNG,67,31,98,1.0635754613139508e-05,6.175544842424001e-06,1.7222374518399255,Hawkish
주소/NNG,70,27,97,1.111198243163829e-05,5.378700346627356e-06,2.065923311493996,Hawkish
가령/MAG,63,34,97,1.0000784188474462e-05,6.773178214271485e-06,1.4765275432148266,Hawkish
상품군/NNG,85,12,97,1.349312152413221e-05,2.390533487389936e-06,5.644397618903239,Hawkish
개방형/NNG,64,33,97,1.0159526794640725e-05,6.573967090322324e-06,1.5454179576890152,Hawkish
각오/NNG,69,28,97,1.0953239825472027e-05,5.577911470576517e-06,1.9636811884251604,Hawkish
화학제품/NNG,62,35,97,9.8420415823082e-06,6.972389338220647e-06,1.4115737238534487,Hawkish
해명/NNG,62,35,97,9.8420415823082e-06,6.972389338220647e-06,1.4115737238534487,Hawkish
상법/NNG,62,35,97,9.8420415823082e-06,6.972389338220647e-06,1.4115737238534487,Hawkish
공포지수/NNG,65,32,97,1.0318269400806984e-05,6.374755966373162e-06,1.6186140230678407,Hawkish
휴사/NNG,74,23,97,1.1746952856303336e-05,4.581855850830711e-06,2.5637979977422383,Hawkish
부족분/NNG,61,36,97,9.683298976141938e-06,7.171600462169808e-06,1.3502284500121473,Hawkish
영업외수익/NNG,70,27,97,1.111198243163829e-05,5.378700346627356e-06,2.065923311493996,Hawkish
활성/NNG,66,31,97,1.0477012006973244e-05,6.175544842424001e-06,1.6965324152453,Hawkish
출근/NNG,70,27,97,1.111198243163829e-05,5.378700346627356e-06,2.065923311493996,Hawkish
후임/NNG,68,28,96,1.0794497219305768e-05,5.577911470576517e-06,1.9352220407668248,Hawkish
정무위원회/NNG,71,25,96,1.1270725037804551e-05,4.980278098729033e-06,2.263071421790851,Hawkish
법상/NNG,77,19,96,1.222318067480212e-05,3.785011355034065e-06,3.22936433428272,Hawkish
배임/NNG,71,25,96,1.1270725037804551e-05,4.980278098729033e-06,2.263071421790851,Hawkish
타협/NNG,60,36,96,9.524556369975677e-06,7.171600462169808e-06,1.3280935573889974,Hawkish
상장주식/NNG,61,35,96,9.683298976141938e-06,6.972389338220647e-06,1.38880640572678,Hawkish
기울여야/VV,61,35,96,9.683298976141938e-06,6.972389338220647e-06,1.38880640572678,Hawkish
지이/NNG,79,17,96,1.2540665887134642e-05,3.3865891071357424e-06,3.703037330602264,Hawkish
약자/NNG,64,32,96,1.0159526794640725e-05,6.374755966373162e-06,1.593712268866797,Hawkish
롤러코스터/NNG,60,36,96,9.524556369975677e-06,7.171600462169808e-06,1.3280935573889974,Hawkish
국도/NNG,65,31,96,1.0318269400806984e-05,6.175544842424001e-06,1.6708273786506742,Hawkish
내몰리/VV,60,36,96,9.524556369975677e-06,7.171600462169808e-06,1.3280935573889974,Hawkish
어르신/NNG,61,35,96,9.683298976141938e-06,6.972389338220647e-06,1.38880640572678,Hawkish
가격대/NNG,72,24,96,1.1429467643970812e-05,4.781066974779871e-06,2.3905684033001955,Hawkish
대어/NNG,62,34,96,9.8420415823082e-06,6.773178214271485e-06,1.4530905980844326,Hawkish
마지노선/NNG,62,34,96,9.8420415823082e-06,6.773178214271485e-06,1.4530905980844326,Hawkish
귀농/NNG,83,13,96,1.3175636311799689e-05,2.589744611339097e-06,5.087619935228621,Hawkish
저감/NNG,65,31,96,1.0318269400806984e-05,6.175544842424001e-06,1.6708273786506742,Hawkish
균열/NNG,61,35,96,9.683298976141938e-06,6.972389338220647e-06,1.38880640572678,Hawkish
인플레이션/NNG;압력/NNG;완화/NNG,63,33,96,1.0000784188474462e-05,6.573967090322324e-06,1.5212708021001242,Hawkish
연방기관채/NNG,66,29,95,1.0477012006973244e-05,5.777122594525679e-06,1.8135346507794583,Hawkish
언어/NNG,62,33,95,9.8420415823082e-06,6.573967090322324e-06,1.4971236465112334,Hawkish
앞세운/VV,69,26,95,1.0953239825472027e-05,5.179489222678194e-06,2.114733587534788,Hawkish
수입/NNG;증가/NNG,70,25,95,1.111198243163829e-05,4.980278098729033e-06,2.231197176413516,Hawkish
여년/NNG,68,27,95,1.0794497219305768e-05,5.378700346627356e-06,2.006896931165596,Hawkish
캐시/NNG,60,35,95,9.524556369975677e-06,6.972389338220647e-06,1.3660390876001114,Hawkish
고신용자/NNG,73,22,95,1.1588210250137074e-05,4.382644726881549e-06,2.6441135369835496,Hawkish
방카슈랑스/NNG,76,19,95,1.206443806863586e-05,3.785011355034065e-06,3.1874245377335937,Hawkish
내국/NNG,62,33,95,9.8420415823082e-06,6.573967090322324e-06,1.4971236465112334,Hawkish
소멸시효/NNG,93,2,95,1.47630623734623e-05,3.984222478983226e-07,37.05381025115303,Hawkish
부적절/NNG,62,33,95,9.8420415823082e-06,6.573967090322324e-06,1.4971236465112334,Hawkish
교통망/NNG,68,27,95,1.0794497219305768e-05,5.378700346627356e-06,2.006896931165596,Hawkish
밸런스/NNG,64,31,95,1.0159526794640725e-05,6.175544842424001e-06,1.6451223420560483,Hawkish
개별소비세/NNG,61,34,95,9.683298976141938e-06,6.773178214271485e-06,1.4296536529540382,Hawkish
덜하/VA,59,36,95,9.365813763809416e-06,7.171600462169808e-06,1.3059586647658474,Hawkish
운명/NNG,60,34,94,9.524556369975677e-06,6.773178214271485e-06,1.4062167078236445,Hawkish
싱에/NNG,64,30,94,1.0159526794640725e-05,5.97633371847484e-06,1.6999597534579167,Hawkish
피스/NNG,59,35,94,9.365813763809416e-06,6.972389338220647e-06,1.3432717694734428,Hawkish
판매비중/NNG,74,20,94,1.1746952856303336e-05,3.984222478983226e-06,2.948367697403574,Hawkish
진행자/NNG,90,4,94,1.4286834554963515e-05,7.968444957966453e-07,17.929263024751467,Hawkish
캐스터/NNG,73,21,94,1.1588210250137074e-05,4.183433602932388e-06,2.770023705411337,Hawkish
신입/NNG,69,25,94,1.0953239825472027e-05,4.980278098729033e-06,2.19932293103618,Hawkish
비둘기/NNG;통화/NNG;완화/NNG;선호/NNG,61,33,94,9.683298976141938e-06,6.573967090322324e-06,1.4729764909223424,Hawkish
신금/NNG,59,35,94,9.365813763809416e-06,6.972389338220647e-06,1.3432717694734428,Hawkish
순환기/NNG,79,15,94,1.2540665887134642e-05,2.98816685923742e-06,4.196775641349232,Hawkish
상승곡선/NNG,63,31,94,1.0000784188474462e-05,6.175544842424001e-06,1.6194173054614227,Hawkish
경제/NNG;호조/NNG,73,21,94,1.1588210250137074e-05,4.183433602932388e-06,2.770023705411337,Hawkish
분조/NNG,87,7,94,1.3810606736464732e-05,1.3944778676441292e-06,9.903783385100809,Hawkish
경제/NNG;견조/NNG,60,34,94,9.524556369975677e-06,6.773178214271485e-06,1.4062167078236445,Hawkish
영사관/NNG,77,17,94,1.222318067480212e-05,3.3865891071357424e-06,3.609289550080687,Hawkish
위쪽/NNG,62,32,94,9.8420415823082e-06,6.374755966373162e-06,1.5439087604647097,Hawkish
변동사항/NNG,72,22,94,1.1429467643970812e-05,4.382644726881549e-06,2.607892803600213,Hawkish
주담/NNG,66,28,94,1.0477012006973244e-05,5.577911470576517e-06,1.8783037454501537,Hawkish
합의점/NNG,64,30,94,1.0159526794640725e-05,5.97633371847484e-06,1.6999597534579167,Hawkish
뒷걸음질/NNG,64,30,94,1.0159526794640725e-05,5.97633371847484e-06,1.6999597534579167,Hawkish
부스/NNG,67,27,94,1.0635754613139508e-05,5.378700346627356e-06,1.977383741001396,Hawkish
휴면/NNG,76,18,94,1.206443806863586e-05,3.585800231084904e-06,3.3645036787187936,Hawkish
오미크론/NNG,90,3,93,1.4286834554963515e-05,5.976333718474839e-07,23.905684033001958,Hawkish
맞춰서/VV,62,31,93,9.8420415823082e-06,6.175544842424001e-06,1.5937122688667968,Hawkish
바쁘/VA,60,33,93,9.524556369975677e-06,6.573967090322324e-06,1.4488293353334516,Hawkish
